speed,steering_angle,position,rotation,rotation_speed
-1.9481860500000008,0.0,"Vec3(-1.12371, 0.38042, -1.57132)","Vec3(0, -37.0935, 0)",-2.3732565117696804
-1.9635377999999997,0.0,"Vec3(-1.11632, 0.38042, -1.58084)","Vec3(0, -37.8221, 0)",-2.344546882782555
-1.9786275499999988,0.0,"Vec3(-1.10888, 0.38042, -1.59018)","Vec3(0, -38.5297, 0)",-2.3163426690837263
-1.9937852999999999,0.0,"Vec3(-1.10123, 0.38042, -1.59955)","Vec3(0, -39.2319, 0)",-2.288026605200125
-2.00887305,0.0,"Vec3(-1.09345, 0.38042, -1.60885)","Vec3(0, -39.9224, 0)",-2.25985655414413
-2.0244252999999994,0.0,"Vec3(-1.08525, 0.38042, -1.6184)","Vec3(0, -40.6253, 0)",-2.2308348872035886
-2.0391555500000007,0.0,"Vec3(-1.07733, 0.38042, -1.62743)","Vec3(0, -41.2825, 0)",-2.203362406588608
-2.0543065500000006,0.0,"Vec3(-1.069, 0.38042, -1.63669)","Vec3(0, -41.9501, 0)",-2.1751200896378116
-2.0695680499999995,0.0,"Vec3(-1.06045, 0.38042, -1.64599)","Vec3(0, -42.6141, 0)",-2.1466872095986687
-2.0847438,0.0,"Vec3(-1.05178, 0.38042, -1.65521)","Vec3(0, -43.2656, 0)",-2.118429526087654
-2.0997770500000006,0.0,"Vec3(-1.04302, 0.38042, -1.6643)","Vec3(0, -43.9025, 0)",-2.090452391069743
-2.114964799999999,0.0,"Vec3(-1.03401, 0.38042, -1.67346)","Vec3(0, -44.5375, 0)",-2.0622029503291546
-2.129989049999999,0.0,"Vec3(-1.02493, 0.38042, -1.68249)","Vec3(0, -45.1572, 0)",-2.0342728343222483
-2.1451318,0.0,"Vec3(-1.01562, 0.38042, -1.69155)","Vec3(0, -45.7733, 0)",-2.0061375937680386
-2.160235550000001,0.0,"Vec3(-1.00617, 0.38042, -1.70055)","Vec3(0, -46.3793, 0)",-1.9780900627296543
-2.1756742999999994,0.0,"Vec3(-0.99635, 0.38042, -1.70972)","Vec3(0, -46.9901, 0)",-1.9494359851694942
-2.1910010499999992,0.0,"Vec3(-0.986432, 0.38042, -1.71878)","Vec3(0, -47.5876, 0)",-1.9210055529079961
-2.2056505500000005,0.0,"Vec3(-0.976805, 0.38042, -1.7274)","Vec3(0, -48.1505, 0)",-1.893846357566792
-2.2211757999999997,0.0,"Vec3(-0.966436, 0.38042, -1.7365)","Vec3(0, -48.7385, 0)",-1.8650787426468862
-2.236439799999999,0.0,"Vec3(-0.956083, 0.38042, -1.7454)","Vec3(0, -49.3079, 0)",-1.8368110111409675
-2.2512080500000002,0.0,"Vec3(-0.945918, 0.38042, -1.75398)","Vec3(0, -49.8504, 0)",-1.809476397946055
-2.2664643,0.0,"Vec3(-0.93526, 0.38042, -1.76279)","Vec3(0, -50.4025, 0)",-1.7812535641335763
-2.2815750500000003,0.0,"Vec3(-0.924552, 0.38042, -1.77148)","Vec3(0, -50.9409, 0)",-1.7533152624949908
-2.2980688,0.0,"Vec3(-0.912683, 0.38042, -1.78092)","Vec3(0, -51.5192, 0)",-1.7228365443937208
-2.3120847999999987,0.0,"Vec3(-0.902469, 0.38042, -1.7889)","Vec3(0, -52.0022, 0)",-1.6969518598804427
-2.3270803,0.0,"Vec3(-0.891393, 0.38042, -1.79739)","Vec3(0, -52.5111, 0)",-1.6692722510550004
